yr	mo	dy	hr	mn	degT	m/s	m/s
2024	11	20	3	44	60	5.1	7.7
2024	11	20	3	37	60	5.7	8.2
2024	11	20	3	24	60	5.7	7.7
2024	11	20	3	14	60	5.1	7.7
2024	11	20	3	4	60	5.1	8.2
2024	11	20	2	54	60	5.1	7.7
2024	11	20	2	44	60	5.1	7.2
2024	11	20	2	34	50	4.6	6.2
2024	11	20	2	24	40	4.6	6.7
2024	11	20	2	14	40	4.6	7.7
2024	11	20	2	4	50	4.1	6.2
2024	11	20	1	54	30	4.1	5.7
2024	11	20	1	44	30	4.6	7.2
2024	11	20	1	34	30	4.6	7.2
2024	11	20	1	24	30	4.1	6.7
2024	11	20	1	14	40	4.1	7.2
2024	11	20	1	4	50	3.1	5.7
2024	11	20	0	44	40	3.1	5.7
2024	11	20	0	34	50	3.6	6.2
2024	11	20	0	24	50	4.6	6.7
2024	11	20	0	14	50	4.1	6.2
2024	11	19	23	54	40	4.1	7.2
2024	11	19	23	44	40	4.6	6.7
2024	11	19	23	34	50	4.6	7.7
2024	11	19	23	24	50	5.7	9.3
2024	11	19	23	14	50	4.6	8.2
2024	11	19	23	4	50	5.1	8.2
2024	11	19	22	54	60	4.6	8.2
2024	11	19	22	44	60	4.6	6.7
2024	11	19	22	34	70	4.1	7.2
2024	11	19	22	24	60	4.6	8.2
2024	11	19	22	14	60	3.6	6.2
2024	11	19	22	4	50	3.1	5.7
2024	11	19	21	54	60	3.1	5.1
2024	11	19	21	44	50	2.1	4.6
2024	11	19	21	34	30	1.5	3.6
2024	11	19	21	24	360	1	2.6
2024	11	19	21	14	290	1.5	3.1
2024	11	19	21	4	300	2.1	3.1
2024	11	19	20	54	350	1.5	3.6
2024	11	19	20	44	340	2.1	3.1
2024	11	19	20	35	10	1.5	3.1
2024	11	19	20	24	40	2.1	3.1
2024	11	19	20	14	20	2.1	3.6
2024	11	19	20	4	30	2.1	3.6
2024	11	19	19	54	40	2.1	3.6
2024	11	19	19	44	50	2.6	4.6
2024	11	19	19	35	70	2.6	5.1
2024	11	19	19	24	70	2.1	4.1
2024	11	19	19	14	60	2.6	4.6
2024	11	19	18	54	70	3.1	5.7
2024	11	19	18	44	60	4.1	6.2
2024	11	19	18	34	70	4.1	7.2
2024	11	19	18	24	50	3.1	6.2
2024	11	19	18	14	60	4.6	7.2
2024	11	19	18	5	50	5.1	7.7
2024	11	19	17	54	60	5.7	8.2
2024	11	19	17	44	60	6.2	9.3
2024	11	19	17	34	60	4.1	8.8
2024	11	19	17	24	60	4.1	7.2
2024	11	19	17	14	30	4.6	7.2
2024	11	19	17	4	360	4.1	7.2
2024	11	19	16	54	20	3.1	4.6
2024	11	19	16	45	10	3.1	5.1
2024	11	19	16	34	20	4.1	6.2
2024	11	19	16	24	10	5.1	8.2
2024	11	19	16	14	10	5.7	9.3
2024	11	19	16	4	20	5.1	7.7
2024	11	19	15	54	20	4.6	7.7
2024	11	19	15	44	40	4.6	7.7
2024	11	19	15	34	50	1.5	4.1
2024	11	19	15	24	30	2.1	4.1
2024	11	19	15	14	10	2.1	4.1
2024	11	19	15	4	360	2.6	5.1
2024	11	19	14	54	10	3.1	4.6
2024	11	19	14	44	10	3.6	5.1
2024	11	19	14	34	20	4.6	7.2
2024	11	19	14	24	20	4.6	7.2
2024	11	19	14	14	20	4.6	7.7
2024	11	19	14	4	20	5.1	7.2
2024	11	19	13	54	30	5.1	9.3
2024	11	19	13	44	40	7.2	11.3
2024	11	19	13	34	40	6.7	10.3
2024	11	19	13	24	40	6.2	11.3
2024	11	19	13	15	30	6.2	9.3
2024	11	19	13	5	50	7.7	12.4
2024	11	19	12	54	50	8.8	12.9
2024	11	19	12	44	40	7.2	11.3
2024	11	19	12	34	50	7.2	10.8
2024	11	19	12	24	40	5.7	9.3
2024	11	19	12	14	30	5.7	9.8
2024	11	19	12	4	40	6.2	10.3
2024	11	19	11	54	40	7.2	10.3
2024	11	19	11	44	50	7.7	11.3
2024	11	19	11	34	50	7.7	13.4
2024	11	19	11	24	60	7.7	12.4
2024	11	19	11	14	60	8.2	12.9
2024	11	19	11	4	60	6.7	10.8
2024	11	19	10	54	50	6.7	10.3
2024	11	19	10	44	40	7.2	10.8
2024	11	19	10	34	40	8.2	12.4
2024	11	19	10	24	50	8.8	11.8
2024	11	19	10	14	50	9.3	12.9
2024	11	19	10	4	50	9.8	13.9
2024	11	19	9	54	60	9.8	15.4
2024	11	19	9	44	40	8.8	13.4
2024	11	19	9	34	50	7.7	11.8
2024	11	19	9	24	40	8.2	12.4
2024	11	19	9	14	50	7.7	11.3
2024	11	19	9	5	40	8.2	11.8
2024	11	19	8	54	50	7.7	12.4
2024	11	19	8	44	30	6.2	10.8
2024	11	19	8	34	20	6.7	9.8
2024	11	19	8	24	30	6.7	10.8
2024	11	19	8	14	40	7.7	11.3
2024	11	19	8	4	30	6.2	10.8
2024	11	19	7	54	30	6.2	9.8
2024	11	19	7	44	30	6.2	9.3
2024	11	19	7	38	20	5.7	8.8
2024	11	19	7	24	30	6.2	9.3
2024	11	19	7	15	40	6.2	10.3
2024	11	19	7	4	40	6.7	10.3
2024	11	19	6	54	40	6.7	11.8
2024	11	19	6	44	40	6.7	10.8
2024	11	19	6	34	30	7.2	11.8
2024	11	19	6	24	30	8.2	12.9
2024	11	19	6	14	50	9.8	15.4
2024	11	19	6	4	50	10.3	16
2024	11	19	5	54	50	10.3	16.5
2024	11	19	5	44	50	11.8	18
2024	11	19	5	34	50	11.3	16.5
2024	11	19	5	24	60	10.3	17
2024	11	19	5	14	50	11.3	15.4
2024	11	19	5	4	50	9.8	13.9
2024	11	19	4	54	40	8.8	14.4
2024	11	19	4	44	40	10.3	13.9
2024	11	19	4	34	40	9.3	13.4
2024	11	19	4	24	30	9.3	13.4
2024	11	19	4	17	30	8.2	12.4
2024	11	19	4	4	30	9.3	12.9
2024	11	19	3	54	30	8.8	13.4
2024	11	19	3	44	20	7.2	10.3
2024	11	19	3	34	10	6.7	10.3
2024	11	19	3	24	20	7.7	10.8
2024	11	19	3	14	20	7.2	10.8
2024	11	19	3	4	20	6.7	10.8
2024	11	19	2	54	20	6.2	9.3
2024	11	19	2	44	10	6.7	9.8
2024	11	19	2	34	360	7.2	11.8
2024	11	19	2	24	360	7.2	9.8
2024	11	19	2	14	10	6.7	9.8
2024	11	19	2	4	10	6.7	10.3
2024	11	19	1	54	10	6.7	9.8
2024	11	19	1	44	10	6.2	9.3
2024	11	19	1	34	20	6.2	9.3
2024	11	19	1	24	20	6.7	9.8
2024	11	19	1	15	20	7.2	9.8
2024	11	19	1	4	20	6.2	8.8
2024	11	19	0	54	30	7.7	11.3
2024	11	19	0	45	20	7.2	10.8
2024	11	19	0	34	30	8.2	13.4
2024	11	19	0	24	30	7.2	10.3
2024	11	19	0	14	20	6.7	9.8
2024	11	18	23	54	20	6.2	8.8
2024	11	18	23	45	20	6.2	9.8
2024	11	18	23	35	20	5.7	9.3
2024	11	18	23	24	30	6.2	8.8
2024	11	18	23	14	30	6.2	9.8
2024	11	18	23	5	30	6.2	8.8
2024	11	18	22	54	40	7.2	10.8
2024	11	18	22	44	30	4.1	8.8
2024	11	18	22	35	20	3.6	6.2
2024	11	18	22	24	20	3.6	5.1
2024	11	18	22	14	40	4.1	6.2
2024	11	18	22	5	50	4.1	7.2
2024	11	18	21	54	60	4.1	6.7
2024	11	18	21	45	20	4.1	6.7
2024	11	18	21	34	30	4.1	7.2
2024	11	18	21	25	20	4.6	7.2
2024	11	18	21	15	30	4.6	7.2
2024	11	18	21	4	40	4.6	7.7
2024	11	18	20	54	50	4.6	7.7
2024	11	18	20	45	40	4.1	7.2
2024	11	18	20	34	50	4.6	7.2
2024	11	18	20	24	50	5.1	8.2
2024	11	18	20	14	50	5.1	7.2
2024	11	18	20	4	50	5.7	8.8
2024	11	18	19	54	50	5.7	9.3
2024	11	18	19	44	40	6.2	9.3
2024	11	18	19	34	30	5.1	7.7
2024	11	18	19	24	30	4.6	7.2
2024	11	18	19	15	30	4.1	5.7
2024	11	18	19	4	20	4.6	7.2
2024	11	18	18	54	20	4.1	7.2
2024	11	18	18	44	20	4.1	6.7
2024	11	18	18	34	20	4.1	7.2
2024	11	18	18	24	20	4.6	6.2
2024	11	18	18	14	10	5.1	7.7
2024	11	18	18	5	20	4.6	6.7
2024	11	18	17	54	20	4.6	7.7
2024	11	18	17	44	10	5.1	7.2
2024	11	18	17	34	360	5.1	7.7
2024	11	18	17	24	10	5.7	7.7
2024	11	18	17	16	10	5.1	7.2
2024	11	18	17	8	30	5.1	7.2
2024	11	18	16	54	20	4.1	6.7
2024	11	18	16	45	20	4.6	7.2
2024	11	18	16	34	40	3.6	5.7
2024	11	18	16	24	30	3.6	5.7
2024	11	18	16	16	30	4.6	7.7
2024	11	18	16	4	30	4.6	7.2
2024	11	18	15	55	20	4.6	7.2
2024	11	18	15	45	20	5.1	7.7
2024	11	18	15	35	10	5.7	7.2
2024	11	18	15	25	30	4.6	7.7
2024	11	18	15	20	30	4.6	7.7
2024	11	18	15	5	40	4.6	7.2
2024	11	18	14	57	30	4.6	8.2
2024	11	18	14	44	30	4.6	6.7
2024	11	18	14	35	20	4.1	7.7
2024	11	18	14	24	20	4.1	6.7
2024	11	18	14	14	20	4.6	6.7
2024	11	18	14	5	30	4.6	7.2
2024	11	18	13	54	30	5.1	8.2
2024	11	18	13	46	30	5.7	7.7
2024	11	18	13	38	40	5.1	7.2
2024	11	18	13	25	40	5.1	7.7
2024	11	18	13	15	40	4.6	7.7
2024	11	18	13	4	50	5.7	8.2
2024	11	18	12	54	50	5.7	7.7
2024	11	18	12	45	50	6.2	9.3
2024	11	18	12	34	40	7.2	11.8
2024	11	18	12	25	40	7.2	9.8
2024	11	18	12	14	50	7.2	9.8
2024	11	18	12	4	50	6.7	9.8
2024	11	18	11	54	40	7.2	9.8
2024	11	18	11	44	40	7.2	10.3
2024	11	18	11	34	40	7.2	10.8
2024	11	18	11	24	40	6.7	10.8
2024	11	18	11	14	30	6.7	10.3
2024	11	18	11	4	40	6.2	9.8
2024	11	18	10	54	40	6.2	8.8
2024	11	18	10	44	40	6.2	9.3
2024	11	18	10	34	40	6.2	8.8
2024	11	18	10	24	30	5.7	8.2
2024	11	18	10	16	40	6.2	8.8
2024	11	18	10	4	30	6.7	9.3
2024	11	18	9	55	30	5.1	8.2
2024	11	18	9	44	30	6.2	9.8
2024	11	18	9	34	20	5.7	8.8
2024	11	18	9	25	30	5.7	8.2
2024	11	18	9	14	30	5.7	9.8
2024	11	18	9	6	40	6.7	9.8
2024	11	18	8	54	50	7.7	10.3
2024	11	18	8	44	60	7.2	9.8
2024	11	18	8	34	40	7.7	10.8
2024	11	18	8	24	40	7.7	11.3
2024	11	18	8	14	30	6.2	9.3
2024	11	18	8	4	40	6.7	9.8
2024	11	18	7	54	40	6.7	9.8
2024	11	18	7	44	40	6.7	9.8
2024	11	18	7	38	40	7.2	10.3
2024	11	18	7	26	40	6.7	9.8
2024	11	18	7	14	40	5.7	9.3
2024	11	18	7	4	30	5.7	9.3
2024	11	18	6	56	30	6.2	9.3
2024	11	18	6	44	30	6.7	10.3
2024	11	18	6	37	20	6.7	10.3
2024	11	18	6	24	30	5.7	9.3
2024	11	18	6	14	30	6.7	10.8
2024	11	18	6	4	20	6.2	9.3
2024	11	18	5	54	30	5.7	9.3
2024	11	18	5	45	30	6.2	9.8
2024	11	18	5	34	40	7.2	10.8
2024	11	18	5	24	40	7.7	10.8
2024	11	18	5	14	40	7.7	10.8
2024	11	18	5	4	40	8.2	12.4
2024	11	18	4	54	40	7.7	11.3
2024	11	18	4	44	30	7.2	10.3
2024	11	18	4	34	30	7.2	11.3
2024	11	18	4	24	30	6.7	9.8
2024	11	18	4	14	40	7.2	10.8
2024	11	18	4	4	40	7.7	10.8
2024	11	18	3	54	40	7.7	11.3
2024	11	18	3	44	40	7.2	11.3
2024	11	18	3	34	50	8.2	12.4
2024	11	18	3	24	40	7.7	11.8
2024	11	18	3	14	40	8.2	10.8
2024	11	18	3	4	50	7.7	11.3
2024	11	18	2	54	50	7.7	10.8
2024	11	18	2	44	40	6.7	9.8
2024	11	18	2	35	30	6.2	8.8
2024	11	18	2	24	20	6.7	9.3
2024	11	18	2	14	30	6.7	9.8
2024	11	18	2	5	30	6.2	9.8
2024	11	18	1	54	20	6.2	10.3
2024	11	18	1	46	30	6.2	9.8
2024	11	18	1	37	20	5.7	7.7
2024	11	18	1	24	30	5.7	9.3
2024	11	18	1	15	40	6.2	8.8
2024	11	18	1	4	40	6.2	9.8
2024	11	18	0	54	30	5.7	8.2
2024	11	18	0	44	20	5.7	9.8
2024	11	18	0	34	40	6.7	9.8
2024	11	18	0	24	20	5.7	8.2
2024	11	18	0	15	30	6.2	9.3
2024	11	17	23	59	20	6.2	9.3
2024	11	17	23	45	40	6.7	9.3
2024	11	17	23	35	30	6.7	10.3
2024	11	17	23	25	40	6.7	10.3
2024	11	17	23	15	40	7.2	9.8
2024	11	17	23	4	20	4.6	7.2
2024	11	17	22	55	30	5.1	8.8
2024	11	17	22	44	30	5.1	8.2
2024	11	17	22	35	40	5.1	8.2
2024	11	17	22	24	40	5.7	8.8
2024	11	17	22	15	40	5.1	8.2
2024	11	17	22	9	40	5.1	8.2
2024	11	17	22	4	40	5.1	8.2
2024	11	17	21	44	40	5.7	9.3
2024	11	17	21	34	30	5.7	9.3
2024	11	17	21	24	30	6.7	9.8
2024	11	17	21	14	30	6.2	8.8
2024	11	17	21	5	40	7.2	9.8
2024	11	17	20	55	40	6.7	10.3
2024	11	17	20	45	30	7.2	10.8
2024	11	17	20	36	30	6.7	9.8
2024	11	17	20	24	20	6.7	9.3
2024	11	17	20	14	20	6.2	9.3
2024	11	17	20	4	20	6.7	10.3
2024	11	17	19	54	30	6.7	9.8
2024	11	17	19	44	30	7.2	9.8
2024	11	17	19	37	40	7.2	10.3
2024	11	17	19	27	40	6.7	9.8
2024	11	17	19	14	40	6.7	9.3
2024	11	17	19	4	50	7.2	10.3
2024	11	17	18	55	40	6.7	9.8
2024	11	17	18	44	40	6.7	9.3
2024	11	17	18	34	40	6.7	9.3
2024	11	17	18	24	30	6.7	8.8
2024	11	17	18	14	30	6.7	9.8
2024	11	17	18	4	30	6.7	9.3
2024	11	17	17	54	30	6.7	9.3
2024	11	17	17	45	40	6.7	9.8
2024	11	17	17	35	40	7.2	10.8
2024	11	17	17	25	40	7.7	10.8
2024	11	17	17	15	30	6.7	9.8
2024	11	17	17	5	20	5.1	7.7
2024	11	17	16	55	30	4.1	6.2
2024	11	17	16	46	40	5.1	7.2
2024	11	17	16	36	40	5.1	7.2
2024	11	17	16	27	30	5.7	7.7
2024	11	17	16	16	40	5.1	8.2
2024	11	17	16	5	30	4.6	8.2
2024	11	17	15	55	30	5.1	7.7
2024	11	17	15	44	30	4.6	7.7
2024	11	17	15	35	10	5.1	7.7
2024	11	17	15	24	10	4.6	6.7
2024	11	17	15	15	10	5.1	7.2
2024	11	17	15	5	10	5.7	7.7
2024	11	17	14	56	10	4.6	7.2
2024	11	17	14	45	360	5.1	7.2
2024	11	17	14	35	360	5.1	7.2
2024	11	17	14	25	10	5.1	7.2
2024	11	17	14	5	350	4.6	6.7
2024	11	17	13	54	350	4.1	6.2
2024	11	17	13	47	350	4.6	6.7
2024	11	17	13	37	350	4.6	6.7
2024	11	17	13	25	350	4.6	6.2
2024	11	17	13	15	360	4.6	7.7
2024	11	17	13	4	360	5.7	7.7
2024	11	17	12	44	10	5.7	7.7
2024	11	17	12	35	20	5.7	8.8
2024	11	17	12	26	10	5.7	7.7
2024	11	17	12	15	360	4.6	6.7
2024	11	17	12	5	350	5.1	8.2
2024	11	17	11	55	360	4.6	7.2
2024	11	17	11	45	10	5.1	7.2
2024	11	17	11	35	360	4.6	7.2
2024	11	17	11	25	360	4.6	7.7
2024	11	17	11	7	360	5.1	7.2
2024	11	17	10	57	340	5.7	7.7
2024	11	17	10	46	330	5.7	7.7
2024	11	17	10	35	330	5.1	7.7
2024	11	17	10	29	320	6.2	8.2
2024	11	17	10	17	320	5.1	7.2
2024	11	17	10	5	310	4.1	6.2
2024	11	17	9	55	300	4.6	6.7
2024	11	17	9	45	290	4.6	6.7
2024	11	17	9	34	300	5.1	8.8
2024	11	17	9	25	300	5.1	7.2
2024	11	17	9	14	300	4.6	7.2
2024	11	17	9	5	310	4.1	6.2
2024	11	17	8	55	300	5.1	7.2
2024	11	17	8	44	300	4.6	7.7
2024	11	17	8	35	300	5.1	7.2
2024	11	17	8	25	300	5.1	8.2
2024	11	17	8	14	300	4.6	8.2
2024	11	17	7	56	300	6.2	10.8
2024	11	17	7	44	300	7.2	11.3
2024	11	17	7	37	300	6.7	9.8
2024	11	17	7	25	300	6.7	12.4
2024	11	17	7	16	300	7.7	11.3
2024	11	17	7	4	300	6.7	10.3
2024	11	17	6	54	300	7.7	11.3
2024	11	17	6	44	300	7.2	11.3
2024	11	17	6	14	290	5.7	9.3
2024	11	17	6	4	300	5.7	8.8
2024	11	17	5	54	310	5.7	8.8
2024	11	17	5	46	310	6.2	9.8
2024	11	17	5	34	300	6.7	9.8
2024	11	17	5	25	300	6.7	9.3
2024	11	17	5	14	300	6.2	9.3
2024	11	17	5	4	300	5.1	8.2
2024	11	17	4	54	310	5.7	8.8
2024	11	17	4	44	310	5.7	8.2
2024	11	17	4	24	310	6.7	9.8
2024	11	17	4	14	310	7.2	10.8
2024	11	17	3	54	300	7.2	12.4
2024	11	17	3	44	300	8.2	12.4
2024	11	17	3	24	310	6.7	10.8
2024	11	17	3	14	310	5.7	8.8
2024	11	17	2	54	300	5.7	9.3
2024	11	17	2	44	310	4.6	8.2
2024	11	17	2	34	310	5.7	10.3
2024	11	17	2	24	310	5.7	9.3
2024	11	17	2	5	310	7.2	10.3
2024	11	17	1	54	310	7.2	10.8
2024	11	17	1	44	310	7.2	12.4
2024	11	17	1	34	310	7.2	10.3
2024	11	17	1	24	300	6.7	10.3
2024	11	17	1	14	310	6.2	10.3
2024	11	17	1	4	310	6.2	9.8
2024	11	17	0	54	320	5.7	8.2
2024	11	17	0	44	320	5.1	8.2
2024	11	17	0	25	320	6.2	9.3
2024	11	17	0	24	320	6.2	9.3
2024	11	16	23	54	320	5.7	9.3
2024	11	16	23	44	300	4.6	7.2
2024	11	16	23	34	320	5.7	9.3
2024	11	16	23	24	320	6.7	11.3
2024	11	16	23	14	250	12.4	18.5
2024	11	16	23	4	250	13.4	18.5
2024	11	16	22	44	250	10.8	17.5
2024	11	16	22	24	250	9.8	14.9
2024	11	16	22	14	250	10.8	15.4
2024	11	16	22	4	260	10.3	15.4
2024	11	16	21	54	250	11.3	17.5
2024	11	16	21	44	250	12.4	17
2024	11	16	21	34	250	12.4	18.5
2024	11	16	21	24	250	11.3	17
2024	11	16	21	15	250	11.8	17
2024	11	16	21	4	250	12.4	17
2024	11	16	20	54	250	12.9	17.5
2024	11	16	20	44	250	12.4	17
2024	11	16	20	34	250	12.4	17
2024	11	16	20	24	250	12.4	17.5
2024	11	16	20	14	250	11.8	16.5
2024	11	16	19	54	250	12.4	17.5
2024	11	16	19	44	250	12.4	17.5
2024	11	16	19	34	250	12.4	17.5
2024	11	16	19	24	250	12.4	18.5
2024	11	16	19	14	250	12.4	17.5
2024	11	16	19	4	250	12.4	17.5
2024	11	16	18	44	250	12.4	17.5
2024	11	16	18	34	250	12.9	18
2024	11	16	18	24	250	12.9	19.6
2024	11	16	18	14	250	13.4	18.5
2024	11	16	18	4	250	9.3	16
2024	11	16	17	54	250	7.2	12.4
2024	11	16	17	34	250	8.8	12.9
2024	11	16	17	24	270	4.1	11.3
2024	11	16	17	4	300	1	2.1
2024	11	16	16	54	320	1	2.1
2024	11	16	16	44	340	1	2.1
2024	11	16	16	35	40	0.5	1
2024	11	16	16	24	MM	0	0.5
2024	11	16	16	14	MM	0	1
2024	11	16	16	4	10	0.5	1.5
2024	11	16	15	54	MM	0	1.5
2024	11	16	15	44	20	0.5	1.5
2024	11	16	15	34	320	1	1.5
2024	11	16	15	24	330	1	1.5
2024	11	16	15	14	320	2.1	2.6
2024	11	16	15	4	310	2.1	3.1
2024	11	16	14	54	320	1.5	2.6
2024	11	16	14	44	330	1	2.1
2024	11	16	14	35	270	1.5	2.1
2024	11	16	14	24	210	1	2.1
2024	11	16	14	14	170	0.5	1.5
2024	11	16	14	5	100	1	2.1
2024	11	16	13	54	60	1.5	2.6
2024	11	16	13	44	10	1	2.6
2024	11	16	13	35	50	0.5	1.5
2024	11	16	13	24	MM	0	1
2024	11	16	13	14	20	1.5	2.6
2024	11	16	13	4	50	1.5	3.1
2024	11	16	12	54	40	2.1	3.6
2024	11	16	12	34	10	2.1	3.1
2024	11	16	12	24	20	2.1	3.1
2024	11	16	12	14	30	1.5	2.1
2024	11	16	12	4	40	0.5	2.1
2024	11	16	11	54	30	2.1	4.1
2024	11	16	11	44	30	2.6	4.6
2024	11	16	11	34	30	2.1	3.6
2024	11	16	11	25	20	2.1	3.1
2024	11	16	11	14	30	1.5	2.6
2024	11	16	11	5	20	1.5	2.6
2024	11	16	10	54	60	1.5	3.1
2024	11	16	10	44	40	1.5	3.1
2024	11	16	10	34	40	2.1	3.6
2024	11	16	10	25	40	2.6	4.1
2024	11	16	10	14	50	3.1	4.1
2024	11	16	10	4	50	3.6	5.7
2024	11	16	9	55	20	3.1	4.1
2024	11	16	9	54	20	3.1	4.1
2024	11	16	9	34	340	2.1	3.1
2024	11	16	9	24	360	1.5	3.1
2024	11	16	9	16	360	1.5	3.6
2024	11	16	9	5	360	1.5	2.6
2024	11	16	8	54	10	1.5	2.6
2024	11	16	8	44	350	2.1	3.6
2024	11	16	8	34	360	1.5	3.6
2024	11	16	8	24	320	1.5	3.6
2024	11	16	8	14	70	1.5	2.6
2024	11	16	8	4	60	1	2.1
2024	11	16	7	54	50	1.5	2.6
2024	11	16	7	45	50	1.5	2.6
2024	11	16	7	36	30	1	2.1
2024	11	16	7	25	30	1	1.5
2024	11	16	7	16	30	1	1.5
2024	11	16	7	4	MM	0	1
2024	11	16	6	54	MM	0	1
2024	11	16	6	44	MM	0	0.5
2024	11	16	6	34	230	1	1.5
2024	11	16	6	24	240	1	2.1
2024	11	16	6	14	270	1	2.1
2024	11	16	6	4	290	1	1.5
2024	11	16	5	54	300	1	2.6
2024	11	16	5	44	330	2.1	2.6
2024	11	16	5	37	330	2.6	3.1
2024	11	16	5	24	330	2.6	4.1
2024	11	16	5	14	330	2.6	4.1
2024	11	16	5	4	320	3.1	5.1
2024	11	16	4	54	300	3.1	5.1
2024	11	16	4	44	300	3.1	5.1
2024	11	16	4	34	290	3.6	5.7
2024	11	16	4	24	290	3.6	5.7
2024	11	16	4	14	300	3.6	4.6
2024	11	16	4	4	310	3.6	5.1
2024	11	16	3	54	320	3.6	5.1
2024	11	16	3	44	310	3.1	4.6
2024	11	16	3	34	290	3.1	4.1
2024	11	16	3	24	290	3.6	5.1
2024	11	16	3	16	290	4.1	5.7
2024	11	16	3	4	280	3.1	4.6
2024	11	16	2	54	300	2.1	3.1
2024	11	16	2	45	300	2.6	3.6
2024	11	16	2	35	310	2.1	3.6
2024	11	16	2	24	320	2.1	3.1
2024	11	16	2	15	330	1.5	2.6
2024	11	16	2	8	320	1.5	2.6
2024	11	16	1	54	310	2.1	3.6
2024	11	16	1	45	320	2.1	3.6
2024	11	16	1	34	220	2.1	4.6
2024	11	16	1	24	200	3.1	6.2
2024	11	16	1	14	200	3.1	5.7
2024	11	16	1	4	220	2.1	5.1
2024	11	16	0	55	240	2.1	4.1
2024	11	16	0	54	240	2.1	4.1
2024	11	16	0	34	230	2.6	4.6
2024	11	16	0	24	230	3.1	5.7
2024	11	16	0	15	230	3.1	5.7
2024	11	15	23	54	230	3.1	6.2
2024	11	15	23	44	230	3.6	6.2
2024	11	15	23	35	240	3.6	5.7
2024	11	15	23	24	240	3.6	5.7
2024	11	15	23	14	240	3.1	6.2
2024	11	15	23	4	240	3.1	5.1
2024	11	15	22	54	230	2.6	4.6
2024	11	15	22	44	220	2.1	4.1
2024	11	15	22	34	230	2.6	4.6
2024	11	15	22	24	230	2.6	4.6
2024	11	15	22	14	220	2.1	4.1
2024	11	15	22	4	210	1	1.5
2024	11	15	21	54	200	0.5	1.5
2024	11	15	21	44	MM	0	1
2024	11	15	21	34	MM	0	1
2024	11	15	21	24	60	1.5	2.1
2024	11	15	21	14	50	2.1	2.6
2024	11	15	21	4	40	2.1	3.1
2024	11	15	20	54	30	2.1	3.1
2024	11	15	20	44	50	2.6	3.6
2024	11	15	20	34	50	2.6	3.6
2024	11	15	20	24	70	2.1	3.1
2024	11	15	20	14	70	2.1	3.6
2024	11	15	20	4	70	2.6	3.6
2024	11	15	19	54	60	2.6	4.1
2024	11	15	19	44	60	2.6	4.1
2024	11	15	19	34	70	2.6	3.6
2024	11	15	19	24	70	2.6	4.1
2024	11	15	19	15	70	3.1	4.6
2024	11	15	19	4	60	3.1	5.7
2024	11	15	18	54	60	3.6	5.1
2024	11	15	18	45	60	3.1	4.6
2024	11	15	18	36	60	3.6	4.6
2024	11	15	18	24	60	3.6	5.1
2024	11	15	18	14	50	4.1	5.7
2024	11	15	18	4	50	4.1	6.2
2024	11	15	17	54	60	4.1	6.2
2024	11	15	17	44	60	4.6	6.7
2024	11	15	17	34	60	4.6	6.2
2024	11	15	17	24	60	4.6	6.7
2024	11	15	17	14	60	4.6	6.2
2024	11	15	17	4	60	4.1	6.2
2024	11	15	16	54	60	4.1	6.2
2024	11	15	16	44	60	5.1	7.2
2024	11	15	16	34	60	4.1	6.2
2024	11	15	16	27	60	3.6	5.1
2024	11	15	16	14	60	3.6	5.1
2024	11	15	16	4	60	4.1	5.7
2024	11	15	15	54	50	3.6	6.2
2024	11	15	15	44	50	3.6	5.1
2024	11	15	15	34	50	4.1	6.2
2024	11	15	15	26	60	4.6	6.2
2024	11	15	15	14	60	5.1	6.7
2024	11	15	15	4	60	4.6	6.2
2024	11	15	14	54	60	4.1	6.2
2024	11	15	14	44	60	4.1	6.2
2024	11	15	14	34	60	4.6	6.7
2024	11	15	14	24	70	4.1	6.2
2024	11	15	14	14	60	5.1	7.2
2024	11	15	14	4	60	5.1	6.7
2024	11	15	13	55	60	5.7	7.2
2024	11	15	13	44	60	5.1	7.2
2024	11	15	13	34	60	5.7	7.2
2024	11	15	13	24	50	5.1	7.2
2024	11	15	13	15	60	5.7	7.7
2024	11	15	13	4	60	7.2	9.3
2024	11	15	12	56	60	8.2	10.3
2024	11	15	12	44	60	8.8	10.8
2024	11	15	12	35	60	8.8	10.8
2024	11	15	12	24	60	8.2	12.4
2024	11	15	12	14	60	8.8	10.8
2024	11	15	12	4	60	7.7	10.8
2024	11	15	11	54	70	7.2	9.8
2024	11	15	11	44	70	6.2	9.8
2024	11	15	11	34	70	7.2	9.8
2024	11	15	11	24	60	7.7	9.8
2024	11	15	11	15	60	8.2	11.3
2024	11	15	11	4	60	8.8	11.8
2024	11	15	10	54	60	7.7	10.3
2024	11	15	10	44	60	7.7	10.3
2024	11	15	10	35	50	8.2	10.3
2024	11	15	10	24	60	8.2	10.8
2024	11	15	10	14	50	8.2	10.8
2024	11	15	10	4	50	8.2	11.8
2024	11	15	9	54	60	7.7	11.3
2024	11	15	9	44	60	7.2	9.8
2024	11	15	9	35	50	6.2	8.8
2024	11	15	9	24	60	4.1	6.7
2024	11	15	9	5	30	2.6	3.1
2024	11	15	8	54	40	1	2.1
2024	11	15	8	44	320	1	3.1
2024	11	15	8	36	320	1	2.1
2024	11	15	8	24	310	2.1	3.6
2024	11	15	8	14	270	2.1	3.6
2024	11	15	8	4	280	2.1	3.6
2024	11	15	7	54	290	3.6	4.6
