yr	mo	dy	hr	mn	degT	m/s	m/s
2024	12	10	21	32	110	4.1	6.7
2024	12	10	21	22	110	4.1	7.2
2024	12	10	21	12	100	4.6	8.2
2024	12	10	21	2	100	3.6	6.2
2024	12	10	20	52	100	5.1	8.8
2024	12	10	20	42	100	3.6	7.2
2024	12	10	20	32	100	4.6	7.7
2024	12	10	20	22	90	3.6	6.2
2024	12	10	20	12	100	4.1	7.7
2024	12	10	20	2	100	5.1	10.3
2024	12	10	19	52	100	5.7	5.7
2024	12	10	19	42	100	6.2	10.3
2024	12	10	19	32	100	6.2	9.3
2024	12	10	19	22	110	5.7	10.3
2024	12	10	19	12	100	4.6	7.7
2024	12	10	19	2	90	4.6	5.7
2024	12	10	18	52	90	3.6	4.6
2024	12	10	18	42	90	4.1	5.7
2024	12	10	18	32	80	4.6	8.2
2024	12	10	18	22	90	3.1	6.2
2024	12	10	18	12	80	3.1	3.6
2024	12	10	18	2	100	4.1	4.6
2024	12	10	17	52	100	4.1	7.7
2024	12	10	17	42	110	3.1	5.1
2024	12	10	17	32	130	3.1	5.7
2024	12	10	17	22	140	4.1	5.1
2024	12	10	17	12	130	3.6	6.2
2024	12	10	17	2	120	3.1	5.1
2024	12	10	16	52	120	3.6	5.7
2024	12	10	16	42	100	3.1	6.2
2024	12	10	16	32	130	1.5	2.6
2024	12	10	16	22	100	2.1	2.6
2024	12	10	16	12	90	2.6	4.1
2024	12	10	16	2	90	2.1	3.6
2024	12	10	15	52	110	2.6	3.6
2024	12	10	15	42	120	3.6	4.6
2024	12	10	15	32	140	2.6	5.1
2024	12	10	15	22	130	2.1	2.6
2024	12	10	15	12	100	1	2.1
2024	12	10	15	2	140	2.6	MM
2024	12	10	14	52	150	3.6	5.1
2024	12	10	14	42	150	3.6	3.6
2024	12	10	14	32	130	3.6	5.7
2024	12	10	14	22	140	5.1	7.2
2024	12	10	14	12	120	3.6	8.8
2024	12	10	14	2	130	5.1	7.7
2024	12	10	13	52	140	7.2	8.8
2024	12	10	13	42	140	8.2	12.4
2024	12	10	13	32	140	8.8	13.4
2024	12	10	13	22	150	7.7	12.9
2024	12	10	13	12	150	6.7	9.8
2024	12	10	13	2	130	6.2	9.3
2024	12	10	12	52	120	5.7	9.3
2024	12	10	12	42	120	4.6	10.3
2024	12	10	12	32	130	7.7	12.9
2024	12	10	12	22	130	6.7	10.8
2024	12	10	12	12	120	3.6	8.8
2024	12	10	12	2	120	3.1	4.1
2024	12	10	11	52	110	4.1	6.2
2024	12	10	11	42	130	4.1	9.8
2024	12	10	11	32	100	2.1	4.1
2024	12	10	11	22	110	2.1	2.6
2024	12	10	11	12	110	3.1	3.6
2024	12	10	11	2	120	4.1	7.2
2024	12	10	10	52	120	4.1	9.8
2024	12	10	10	42	120	4.1	6.7
2024	12	10	10	32	130	4.1	7.7
2024	12	10	10	22	130	4.1	6.7
2024	12	10	10	12	140	4.1	6.2
2024	12	10	10	2	140	4.1	8.2
2024	12	10	9	52	140	2.6	6.2
2024	12	10	9	42	130	2.1	4.1
2024	12	10	9	32	130	2.6	5.1
2024	12	10	9	22	130	2.1	3.6
2024	12	10	9	12	140	2.6	4.6
2024	12	10	9	2	150	3.1	4.1
2024	12	10	8	52	150	3.1	5.1
2024	12	10	8	42	140	3.6	5.1
2024	12	10	8	32	130	4.1	5.1
2024	12	10	8	22	130	4.1	5.7
2024	12	10	8	12	130	4.6	7.2
2024	12	10	8	2	130	5.1	8.8
2024	12	10	7	52	130	5.1	7.7
2024	12	10	7	42	140	5.1	9.3
2024	12	10	7	32	140	5.1	7.7
2024	12	10	7	22	140	5.1	7.2
2024	12	10	7	12	140	4.6	7.7
2024	12	10	7	2	140	4.6	7.2
2024	12	10	6	52	130	3.6	5.7
2024	12	10	6	42	130	4.1	5.7
2024	12	10	6	32	110	4.1	7.2
2024	12	10	6	22	100	4.6	9.3
2024	12	10	6	12	100	5.1	9.3
2024	12	10	6	2	110	4.6	7.7
2024	12	10	5	52	110	5.1	9.8
2024	12	10	5	42	100	5.1	10.8
2024	12	10	5	32	100	4.6	7.7
2024	12	10	5	22	100	5.7	7.7
2024	12	10	5	12	100	4.6	8.8
2024	12	10	5	2	110	5.1	5.1
2024	12	10	4	52	110	5.7	8.2
2024	12	10	4	42	120	6.2	8.8
2024	12	10	4	32	120	5.7	8.8
2024	12	10	4	22	120	4.1	9.3
2024	12	10	4	12	120	3.1	5.1
2024	12	10	4	2	110	3.6	6.2
2024	12	10	3	52	110	4.1	7.2
2024	12	10	3	42	110	4.1	5.1
2024	12	10	3	32	110	3.6	6.7
2024	12	10	3	22	110	2.6	4.1
2024	12	10	3	12	100	3.6	6.2
2024	12	10	3	2	110	3.1	5.1
2024	12	10	2	52	120	3.6	6.7
2024	12	10	2	42	130	4.6	6.7
2024	12	10	2	32	140	4.6	8.2
2024	12	10	2	22	140	5.1	7.2
2024	12	10	2	12	140	5.1	9.3
2024	12	10	2	2	140	4.6	8.2
2024	12	10	1	52	150	5.1	7.7
2024	12	10	1	42	140	5.1	9.3
2024	12	10	1	32	140	3.6	6.7
2024	12	10	1	22	120	3.6	4.1
2024	12	10	1	12	120	3.6	7.2
2024	12	10	1	2	110	3.6	5.1
2024	12	10	0	52	130	3.6	5.1
2024	12	10	0	42	130	3.6	6.7
2024	12	10	0	32	130	4.1	6.2
2024	12	10	0	22	140	5.7	6.7
2024	12	10	0	12	140	6.2	7.7
2024	12	10	0	2	140	6.7	11.3
2024	12	9	23	52	140	8.2	11.3
2024	12	9	23	42	140	8.8	10.8
2024	12	9	23	32	140	7.7	12.9
2024	12	9	23	22	140	7.2	11.8
2024	12	9	23	12	110	4.1	9.8
2024	12	9	23	2	100	4.6	7.2
2024	12	9	22	52	110	4.1	7.2
2024	12	9	22	42	110	4.1	5.7
2024	12	9	22	32	130	3.1	10.3
2024	12	9	22	22	70	3.1	4.1
2024	12	9	22	12	360	3.1	3.6
2024	12	9	22	2	40	1.5	MM
2024	12	9	21	52	130	2.6	3.6
2024	12	9	21	42	100	4.1	6.2
2024	12	9	21	32	110	5.1	7.7
2024	12	9	21	22	120	4.1	7.7
2024	12	9	21	12	130	4.6	6.7
2024	12	9	21	2	120	4.6	8.2
2024	12	9	20	54	110	2.6	6.2
2024	12	9	20	44	140	3.6	6.7
2024	12	9	20	37	130	3.6	6.2
2024	12	9	20	24	120	2.6	4.6
2024	12	9	20	14	130	2.6	5.7
2024	12	9	19	54	110	5.1	10.8
2024	12	9	19	44	100	5.7	9.8
2024	12	9	19	34	100	4.1	9.8
2024	12	9	19	24	100	3.6	8.8
2024	12	9	19	14	100	4.6	8.8
2024	12	9	19	4	100	5.7	10.8
2024	12	9	18	54	100	5.1	11.3
2024	12	9	18	44	100	4.6	9.3
2024	12	9	18	34	110	4.6	10.3
2024	12	9	18	24	110	5.7	11.3
2024	12	9	18	14	110	5.1	11.3
2024	12	9	18	4	100	4.6	9.8
2024	12	9	17	54	100	4.6	8.2
2024	12	9	17	44	100	4.1	8.2
2024	12	9	17	34	100	4.6	9.3
2024	12	9	17	24	100	4.6	8.8
2024	12	9	17	14	100	4.6	9.8
2024	12	9	17	4	110	4.1	8.8
2024	12	9	16	56	110	5.7	11.3
2024	12	9	16	45	110	6.2	12.4
2024	12	9	16	34	110	5.7	10.3
2024	12	9	16	24	110	4.6	10.8
2024	12	9	16	14	100	4.1	7.7
2024	12	9	16	4	100	5.1	9.8
2024	12	9	15	54	110	4.6	8.8
2024	12	9	15	44	110	4.1	8.2
2024	12	9	15	34	110	4.6	9.3
2024	12	9	15	24	120	4.6	9.8
2024	12	9	15	14	110	4.6	11.3
2024	12	9	14	44	120	5.1	10.3
2024	12	9	14	24	110	5.7	12.4
2024	12	9	14	14	110	6.7	15.4
2024	12	9	14	4	110	5.7	16
2024	12	9	13	54	110	6.7	15.4
2024	12	9	13	44	120	6.2	17
2024	12	9	13	34	120	6.2	12.4
2024	12	9	13	24	80	4.1	7.7
2024	12	9	13	14	90	4.6	10.3
2024	12	9	13	4	110	5.1	13.4
2024	12	9	12	54	60	2.1	8.8
2024	12	9	12	44	70	4.6	11.3
2024	12	9	12	34	100	5.7	11.8
2024	12	9	12	24	100	5.1	9.8
2024	12	9	12	14	110	4.6	9.8
2024	12	9	12	4	110	7.2	18
2024	12	9	11	54	120	7.7	19.6
2024	12	9	11	44	100	5.7	11.3
2024	12	9	11	34	100	5.7	13.4
2024	12	9	11	24	100	4.1	9.8
2024	12	9	11	15	130	3.1	11.3
2024	12	9	11	4	110	2.6	7.2
2024	12	9	10	54	110	5.1	10.8
2024	12	9	10	44	100	6.7	11.8
2024	12	9	10	34	100	6.2	12.9
2024	12	9	10	24	110	6.2	12.4
2024	12	9	10	14	110	6.2	12.4
2024	12	9	10	4	120	6.2	12.4
2024	12	9	9	54	120	5.1	11.8
2024	12	9	9	44	120	4.6	10.3
2024	12	9	9	37	150	4.6	8.2
2024	12	9	9	24	130	3.6	7.2
2024	12	9	9	14	150	4.1	7.7
2024	12	9	9	4	140	2.1	7.2
2024	12	9	8	54	200	1.5	3.1
2024	12	9	8	44	150	3.1	5.1
2024	12	9	8	34	200	1.5	5.1
2024	12	9	8	24	110	1	4.6
2024	12	9	8	14	160	1.5	5.1
2024	12	9	8	4	230	1.5	2.1
2024	12	9	7	54	170	1	2.6
2024	12	9	7	45	100	2.1	5.7
2024	12	9	7	34	90	3.1	6.2
2024	12	9	7	25	70	4.6	13.9
2024	12	9	7	14	70	6.2	11.8
2024	12	9	7	7	70	7.2	11.3
2024	12	9	6	54	70	6.7	11.3
2024	12	9	6	44	80	6.2	10.3
2024	12	9	6	24	70	6.2	11.8
2024	12	9	6	14	80	5.1	10.8
2024	12	9	6	4	80	4.1	8.8
2024	12	9	5	54	80	3.6	7.7
2024	12	9	5	44	80	4.1	8.2
2024	12	9	5	34	90	4.1	7.7
2024	12	9	5	24	80	5.1	10.8
2024	12	9	5	14	80	4.6	10.3
2024	12	9	5	4	90	5.7	10.3
2024	12	9	4	54	110	4.1	8.2
2024	12	9	4	44	110	4.6	9.8
2024	12	9	4	34	110	5.7	11.3
2024	12	9	4	27	110	5.7	13.4
2024	12	9	4	16	120	5.1	11.3
2024	12	9	4	6	120	4.1	11.3
2024	12	9	3	54	100	4.6	10.8
2024	12	9	3	44	100	4.6	10.3
2024	12	9	3	34	110	4.6	11.3
2024	12	9	3	24	100	3.1	6.7
2024	12	9	3	14	120	3.6	8.2
2024	12	9	3	4	90	5.7	10.3
2024	12	9	2	54	90	5.7	10.8
2024	12	9	2	44	80	5.1	9.3
2024	12	9	2	34	80	5.7	9.8
2024	12	9	2	24	90	4.6	8.2
2024	12	9	2	16	90	4.6	8.8
2024	12	9	2	4	100	5.1	9.8
2024	12	9	1	54	110	6.2	11.8
2024	12	9	1	45	120	6.2	12.9
2024	12	9	1	35	120	7.2	14.4
2024	12	9	1	25	120	7.2	13.4
2024	12	9	1	15	120	6.7	14.9
2024	12	9	1	4	130	6.7	12.9
2024	12	9	0	54	130	7.2	12.9
2024	12	9	0	45	130	7.2	13.4
2024	12	9	0	37	130	7.2	13.4
2024	12	9	0	28	120	5.7	11.8
2024	12	9	0	18	110	5.7	10.8
2024	12	8	23	54	110	6.2	15.4
2024	12	8	23	48	110	6.7	13.4
2024	12	8	23	35	120	7.7	18
2024	12	8	23	24	120	8.2	17
2024	12	8	23	14	120	8.2	20.1
2024	12	8	23	5	120	7.2	15.4
2024	12	8	22	55	130	7.2	16.5
2024	12	8	22	44	120	6.7	14.9
2024	12	8	22	35	130	7.2	14.9
2024	12	8	22	24	130	6.7	12.4
2024	12	8	22	14	120	6.7	14.4
2024	12	8	22	4	120	6.7	14.4
2024	12	8	21	54	130	6.7	13.9
2024	12	8	21	44	140	7.7	13.4
2024	12	8	21	34	130	6.7	13.4
2024	12	8	21	24	130	5.7	12.9
2024	12	8	21	14	120	6.2	11.3
2024	12	8	21	5	130	5.7	11.3
2024	12	8	20	54	120	6.2	12.4
2024	12	8	20	44	130	5.7	10.8
2024	12	8	20	34	130	6.2	13.4
2024	12	8	20	25	130	6.2	12.4
2024	12	8	20	17	130	5.7	10.8
2024	12	8	20	7	130	5.1	9.8
2024	12	8	19	56	140	6.7	12.4
2024	12	8	19	51	140	6.7	12.4
2024	12	8	19	46	140	5.7	11.8
2024	12	8	19	25	140	4.6	8.2
2024	12	8	19	16	140	4.1	7.7
2024	12	8	19	5	120	3.1	6.2
2024	12	8	18	55	130	3.6	6.7
2024	12	8	18	45	120	3.1	6.2
2024	12	8	18	35	110	2.6	5.1
2024	12	8	18	25	130	3.6	6.7
2024	12	8	18	14	120	3.6	6.7
2024	12	8	18	6	120	3.1	6.7
2024	12	8	18	4	120	3.1	6.7
2024	12	8	17	55	110	4.1	9.3
2024	12	8	17	35	120	4.1	8.2
2024	12	8	17	25	120	3.6	8.2
2024	12	8	17	22	120	3.6	8.2
2024	12	8	17	7	70	1.5	3.1
2024	12	8	16	56	80	2.1	4.6
2024	12	8	16	46	100	1.5	3.1
2024	12	8	16	36	110	2.6	5.7
2024	12	8	16	25	120	3.1	9.3
2024	12	8	16	15	120	2.1	4.6
2024	12	8	16	4	90	2.1	4.1
2024	12	8	15	58	70	2.6	4.1
2024	12	8	15	51	70	2.6	4.1
2024	12	8	15	45	70	2.6	4.6
2024	12	8	15	26	70	2.6	3.6
2024	12	8	15	14	80	2.6	4.6
2024	12	8	15	5	90	2.1	4.1
2024	12	8	14	56	80	1	3.1
2024	12	8	14	49	30	1	2.1
2024	12	8	14	35	MM	0	1
2024	12	8	14	25	50	1	1.5
2024	12	8	14	16	60	0.5	1.5
2024	12	8	14	7	80	1	2.1
2024	12	8	13	59	80	1.5	3.1
2024	12	8	13	46	60	2.1	3.1
2024	12	8	13	38	70	1.5	3.1
2024	12	8	13	36	70	1.5	3.1
2024	12	8	13	16	50	1.5	3.1
2024	12	8	13	5	60	1	2.1
2024	12	8	12	56	50	1.5	2.1
2024	12	8	12	44	70	2.1	2.6
2024	12	8	12	35	70	1.5	3.1
2024	12	8	12	30	70	1.5	3.1
2024	12	8	12	25	70	0.5	1.5
2024	12	8	12	7	310	0.5	1.5
2024	12	8	11	57	150	0.5	2.1
2024	12	8	11	45	340	1	1.5
2024	12	8	11	37	90	1	2.6
2024	12	8	11	26	90	1	2.6
2024	12	8	11	14	60	2.1	3.1
2024	12	8	11	4	20	1.5	3.1
2024	12	8	10	55	30	1	2.6
2024	12	8	10	50	30	1	2.6
2024	12	8	10	45	350	1.5	2.6
2024	12	8	10	25	280	3.1	4.6
2024	12	8	10	15	280	3.1	4.1
2024	12	8	10	7	280	2.6	3.6
2024	12	8	9	55	280	2.1	3.1
2024	12	8	9	45	280	1.5	2.6
2024	12	8	9	35	240	1.5	2.1
2024	12	8	9	25	240	1	2.1
2024	12	8	9	17	250	1	2.1
2024	12	8	9	7	240	0.5	1
2024	12	8	8	57	90	0.5	1.5
2024	12	8	8	49	MM	0	1.5
2024	12	8	8	37	50	0.5	1.5
2024	12	8	8	27	270	0.5	2.1
2024	12	8	8	16	270	1	2.1
2024	12	8	8	6	320	0.5	1.5
2024	12	8	7	56	220	0.5	1.5
2024	12	8	7	49	250	1	2.6
2024	12	8	7	40	250	1	2.6
2024	12	8	7	28	90	0.5	1.5
2024	12	8	7	20	90	0.5	1.5
2024	12	8	7	8	170	0.5	1
2024	12	8	6	56	MM	0	1
2024	12	8	6	47	MM	0	0.5
2024	12	8	6	26	140	1	1.5
2024	12	8	6	16	130	1	1.5
2024	12	8	6	6	160	1.5	2.1
2024	12	8	5	56	150	1	2.1
2024	12	8	5	47	80	1	2.1
2024	12	8	5	39	80	1.5	2.6
2024	12	8	5	26	70	2.1	2.6
2024	12	8	5	18	70	2.1	3.1
2024	12	8	5	7	80	1.5	2.1
2024	12	8	4	56	80	1	2.1
2024	12	8	4	46	70	2.1	3.1
2024	12	8	4	37	60	2.1	2.6
2024	12	8	4	28	50	1.5	2.6
2024	12	8	4	17	60	1	2.6
2024	12	8	4	7	50	1.5	2.6
2024	12	8	3	57	60	2.1	2.6
2024	12	8	3	48	70	1.5	2.6
2024	12	8	3	36	50	2.1	3.1
2024	12	8	3	27	40	2.6	3.1
2024	12	8	3	16	30	2.1	3.1
2024	12	8	3	6	40	1.5	2.1
2024	12	8	2	58	30	2.1	3.1
2024	12	8	2	47	40	2.6	3.6
2024	12	8	2	37	30	2.1	3.6
2024	12	8	2	27	40	1.5	3.6
2024	12	8	2	17	30	2.1	3.1
2024	12	8	2	6	70	2.1	2.6
2024	12	8	1	57	80	1.5	2.6
2024	12	8	1	47	50	1.5	2.6
2024	12	8	1	36	90	0.5	1
2024	12	8	1	27	130	0.5	1
2024	12	8	1	23	130	0.5	1
2024	12	8	1	7	130	1	1.5
2024	12	8	1	0	130	1	1.5
2024	12	8	0	49	80	1	2.1
2024	12	8	0	47	80	1	2.1
2024	12	8	0	34	90	1	2.1
2024	12	8	0	17	80	2.1	2.6
2024	12	7	23	48	80	2.1	3.1
2024	12	7	23	27	30	1.5	2.6
2024	12	7	23	17	360	1	1.5
2024	12	7	23	8	190	0.5	1.5
2024	12	7	23	7	190	0.5	1.5
2024	12	7	22	57	360	1.5	2.1
2024	12	7	22	37	140	0.5	2.6
2024	12	7	22	27	10	2.1	2.6
2024	12	7	22	18	120	1	1.5
2024	12	7	22	7	350	1	2.1
2024	12	7	21	57	350	1.5	2.6
2024	12	7	21	47	260	0.5	1.5
2024	12	7	21	46	260	0.5	1.5
2024	12	7	21	27	80	2.1	3.6
2024	12	7	21	17	90	1.5	3.1
2024	12	7	21	4	90	1.5	2.6
2024	12	7	20	54	90	2.1	3.6
2024	12	7	20	44	90	2.1	3.1
2024	12	7	20	34	90	1	3.1
2024	12	7	20	24	230	0.5	1.5
2024	12	7	19	56	250	2.6	3.6
2024	12	7	19	44	270	2.6	3.6
2024	12	7	19	35	270	2.6	3.1
2024	12	7	19	34	270	2.6	3.1
2024	12	7	19	14	260	2.1	3.1
2024	12	7	19	4	260	2.1	3.6
2024	12	7	18	54	270	1	3.1
2024	12	7	18	45	230	1.5	3.6
2024	12	7	18	34	10	1.5	2.1
2024	12	7	18	24	30	1.5	2.6
2024	12	7	18	14	20	1.5	2.1
2024	12	7	18	4	30	1.5	2.6
2024	12	7	17	54	350	1.5	1.5
2024	12	7	17	50	350	1.5	1.5
2024	12	7	17	36	10	1.5	2.1
2024	12	7	17	24	40	1.5	2.1
2024	12	7	17	14	50	1	1.5
2024	12	7	17	4	110	0.5	1
2024	12	7	16	54	130	0.5	1.5
2024	12	7	16	44	140	1.5	1.5
2024	12	7	16	34	120	1	2.1
2024	12	7	16	24	190	0.5	1
2024	12	7	16	16	170	1	1.5
2024	12	7	16	4	120	1	1.5
2024	12	7	15	46	50	1	1.5
2024	12	7	15	34	50	1	2.1
2024	12	7	15	25	40	1	2.1
2024	12	7	15	14	170	1.5	2.6
2024	12	7	15	4	180	2.1	3.1
2024	12	7	14	56	190	1.5	2.6
2024	12	7	14	54	190	1.5	2.6
2024	12	7	14	34	160	1.5	3.1
2024	12	7	14	27	160	1.5	3.6
2024	12	7	14	14	150	1	2.1
2024	12	7	14	4	140	1.5	2.6
2024	12	7	13	54	120	1	2.6
2024	12	7	13	44	80	0.5	1
2024	12	7	13	34	330	0.5	1.5
2024	12	7	13	24	290	1	2.1
2024	12	7	13	14	290	1.5	2.1
2024	12	7	13	10	290	1.5	2.1
2024	12	7	12	55	260	1.5	2.1
2024	12	7	12	44	270	1	1.5
2024	12	7	12	35	280	1	2.1
2024	12	7	12	24	310	1	2.1
2024	12	7	12	15	110	1	2.6
2024	12	7	12	7	110	1.5	2.6
2024	12	7	11	55	90	1	3.1
2024	12	7	11	45	140	1	2.6
2024	12	7	11	36	140	1	2.6
2024	12	7	11	24	MM	0	1
2024	12	7	11	16	MM	0	1.5
2024	12	7	11	6	360	0.5	2.1
2024	12	7	10	55	80	1	1.5
2024	12	7	10	44	50	1	1.5
2024	12	7	10	35	10	1	1.5
2024	12	7	10	27	20	1	1.5
2024	12	7	10	14	350	0.5	1
2024	12	7	10	5	MM	0	0.5
2024	12	7	9	55	MM	0	1
2024	12	7	9	44	40	1	2.1
2024	12	7	9	35	70	1.5	2.1
2024	12	7	9	27	60	1.5	3.1
2024	12	7	9	15	70	1.5	2.6
2024	12	7	9	4	110	1	2.1
2024	12	7	8	54	120	1	1.5
2024	12	7	8	44	80	1.5	2.6
2024	12	7	8	34	100	1	2.1
2024	12	7	8	24	90	1	2.1
2024	12	7	8	14	90	1	1.5
2024	12	7	8	4	90	1	1.5
2024	12	7	7	54	100	1	1.5
2024	12	7	7	44	100	1	1.5
2024	12	7	7	35	100	0.5	1.5
2024	12	7	7	25	140	1	1.5
2024	12	7	7	15	190	0.5	1
2024	12	7	7	4	210	0.5	1
2024	12	7	6	54	180	1.5	2.1
2024	12	7	6	45	170	2.1	2.6
2024	12	7	6	34	180	2.6	3.1
2024	12	7	6	24	190	1.5	2.6
2024	12	7	6	14	170	1.5	2.6
2024	12	7	6	4	160	1.5	2.1
2024	12	7	5	55	120	0.5	1
2024	12	7	5	44	MM	0	0.5
2024	12	7	5	34	MM	0	0.5
2024	12	7	5	24	140	1	1.5
2024	12	7	5	14	130	1	1.5
2024	12	7	5	4	130	1	1.5
2024	12	7	4	55	150	1	2.1
2024	12	7	4	44	MM	0	1
2024	12	7	4	34	130	0.5	1.5
2024	12	7	4	25	150	1.5	2.1
2024	12	7	4	15	140	1.5	2.1
2024	12	7	4	4	140	1.5	2.1
2024	12	7	3	56	150	1	1.5
2024	12	7	3	44	150	1	1.5
2024	12	7	3	34	MM	0	0.5
2024	12	7	3	24	340	1	1
2024	12	7	3	15	340	1	1.5
2024	12	7	3	4	270	1	2.1
2024	12	7	2	54	240	1.5	2.6
2024	12	7	2	44	350	1	2.1
2024	12	7	2	34	350	2.1	2.6
2024	12	7	2	24	350	1.5	2.1
2024	12	7	2	14	340	1	1.5
2024	12	7	2	4	10	1	1.5
2024	12	7	1	59	10	1.5	2.6
2024	12	7	1	54	10	1.5	2.6
2024	12	7	1	34	30	2.1	3.1
2024	12	7	1	24	40	2.6	4.1
2024	12	7	1	14	30	2.6	3.6
2024	12	7	1	9	40	3.1	4.6
2024	12	7	0	54	50	3.1	4.1
2024	12	7	0	44	50	3.1	4.6
2024	12	7	0	34	50	2.6	4.6
2024	12	7	0	25	60	2.6	3.6
2024	12	7	0	14	70	1.5	3.1
2024	12	6	23	54	60	2.6	4.1
2024	12	6	23	44	340	1.5	2.1
2024	12	6	23	34	80	1	2.6
2024	12	6	23	24	150	1	2.6
2024	12	6	23	15	170	0.5	1.5
2024	12	6	23	5	140	1	2.6
2024	12	6	22	54	90	2.1	4.1
2024	12	6	22	44	70	3.6	5.1
2024	12	6	22	40	70	3.6	5.1
2024	12	6	22	24	60	4.6	7.2
2024	12	6	22	14	60	4.1	5.7
2024	12	6	22	4	60	5.1	6.7
2024	12	6	21	54	60	5.1	6.2
2024	12	6	21	44	50	4.6	7.2
2024	12	6	21	34	40	4.1	6.2
2024	12	6	21	24	50	4.1	5.7
2024	12	6	21	14	50	3.6	5.7
2024	12	6	21	4	30	2.1	4.1
2024	12	6	20	54	40	1	2.1
2024	12	6	20	44	120	0.5	1.5
2024	12	6	20	36	120	1	1.5
2024	12	6	20	24	130	1.5	3.1
2024	12	6	20	14	110	1.5	3.6
2024	12	6	20	4	120	2.1	3.6
2024	12	6	19	54	80	3.6	6.2
2024	12	6	19	44	70	3.6	6.7
2024	12	6	19	34	80	3.6	6.7
2024	12	6	19	24	60	4.1	7.2
2024	12	6	19	14	70	4.1	6.7
2024	12	6	19	4	60	5.1	8.2
2024	12	6	18	54	40	3.6	7.2
2024	12	6	18	44	20	3.6	5.7
2024	12	6	18	34	10	4.6	7.2
2024	12	6	18	24	360	5.1	7.2
2024	12	6	18	14	360	4.1	6.7
2024	12	6	18	4	10	4.6	6.2
2024	12	6	17	54	50	4.6	7.2
2024	12	6	17	44	60	4.6	7.2
2024	12	6	17	34	60	4.1	6.2
2024	12	6	17	24	50	3.1	4.6
2024	12	6	17	14	70	2.6	4.1
2024	12	6	17	4	100	1	3.1
2024	12	6	16	55	90	1.5	3.6
2024	12	6	16	44	60	2.6	4.1
2024	12	6	16	24	80	2.6	6.2
2024	12	6	16	4	60	4.6	7.2
2024	12	6	15	54	60	6.2	8.8
2024	12	6	15	44	60	7.2	9.8
2024	12	6	15	34	70	6.2	8.8
2024	12	6	15	24	70	6.2	9.3
2024	12	6	15	14	70	6.2	8.2
2024	12	6	15	4	60	5.1	7.2
2024	12	6	14	54	60	6.2	8.2
2024	12	6	14	44	60	6.2	9.8
2024	12	6	14	36	50	4.6	6.7
2024	12	6	14	24	40	5.1	6.7
2024	12	6	14	14	50	4.6	6.7
2024	12	6	14	4	50	3.6	5.7
2024	12	6	13	54	60	3.6	5.1
2024	12	6	13	44	70	3.6	6.2
2024	12	6	13	34	70	3.6	5.7
2024	12	6	13	24	60	4.1	5.7
2024	12	6	13	14	60	5.1	6.7
2024	12	6	13	4	60	5.1	7.2
2024	12	6	12	54	70	5.1	7.7
2024	12	6	12	45	70	5.1	8.2
2024	12	6	12	35	70	4.6	7.7
2024	12	6	12	25	60	5.1	6.7
2024	12	6	12	15	60	5.1	6.7
2024	12	6	12	5	60	5.1	6.7
2024	12	6	11	56	60	5.1	6.7
2024	12	6	11	45	50	5.7	7.2
2024	12	6	11	35	50	5.7	7.7
2024	12	6	11	25	50	4.6	6.7
2024	12	6	11	15	50	4.1	6.7
2024	12	6	11	5	60	3.6	5.1
2024	12	6	10	55	60	4.6	6.2
2024	12	6	10	44	50	4.1	5.1
2024	12	6	10	35	50	4.6	6.2
2024	12	6	10	25	50	5.1	6.7
2024	12	6	10	15	50	5.7	7.7
2024	12	6	10	4	60	5.1	8.2
2024	12	6	9	55	50	6.2	8.8
2024	12	6	9	45	50	6.7	9.8
2024	12	6	9	25	50	7.7	10.8
2024	12	6	9	14	50	7.7	11.3
2024	12	6	9	5	50	7.2	10.3
2024	12	6	8	54	50	6.7	9.8
2024	12	6	8	49	60	6.7	9.8
2024	12	6	8	44	60	6.7	9.8
2024	12	6	8	24	50	5.7	8.8
2024	12	6	8	14	50	5.7	8.2
2024	12	6	8	5	60	6.7	8.8
2024	12	6	7	55	70	6.2	10.3
2024	12	6	7	45	80	4.1	8.2
2024	12	6	7	35	70	4.1	6.7
2024	12	6	7	25	70	4.1	6.7
2024	12	6	7	15	70	3.6	7.2
2024	12	6	7	5	70	3.6	5.7
2024	12	6	6	54	60	4.1	6.7
2024	12	6	6	45	80	4.1	8.2
2024	12	6	6	34	70	4.6	9.3
2024	12	6	6	25	60	6.2	9.3
2024	12	6	6	15	60	6.2	9.3
2024	12	6	6	5	40	6.7	9.3
2024	12	6	5	54	40	5.7	8.2
2024	12	6	5	44	50	4.1	6.7
2024	12	6	5	35	340	1.5	3.1
2024	12	6	5	24	340	2.1	3.1
2024	12	6	5	14	330	2.6	4.6
2024	12	6	5	5	330	2.1	4.1
2024	12	6	4	54	10	3.1	5.1
2024	12	6	4	45	20	4.1	6.7
2024	12	6	4	34	30	4.1	5.7
2024	12	6	4	24	30	3.1	5.1
2024	12	6	4	14	40	1	2.6
2024	12	6	4	4	280	0.5	1
2024	12	6	3	54	320	1	2.1
2024	12	6	3	44	290	1.5	2.6
2024	12	6	3	34	310	1.5	2.6
2024	12	6	3	24	320	1.5	3.1
2024	12	6	3	14	30	1	2.1
2024	12	6	3	5	360	0.5	1.5
2024	12	6	2	54	100	1	2.1
2024	12	6	2	45	140	1	1.5
2024	12	6	2	34	140	1	1.5
2024	12	6	2	24	150	1.5	2.6
2024	12	6	2	15	140	1	1.5
2024	12	6	2	4	160	1	1.5
